category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
National	Spain	ES	Spanish	es	aenor	European Union	General News	aenor	webnews	http://www.aenor.es/aenor/inicio/home/home.asp	40.4271973	-3.6952279999999997
National	Poland	PL	Polish	pl	opinie-wp	European Union	General News	WP Opinie - Polityka, społeczeństwo i religia w WP.PL	webnews	https://opinie.wp.pl/	52.0189912	19.19558554308718
National	Bolivia	BO	Spanish	es	elsol	South America	General News	El Sol de Santa Cruz	webnews	http://www.elsol.com.bo/	-11.0115444	-66.0636554
National	Belarus	BY	Russian	ru	nv-online	Europe Other	General News	nv-online	webnews	http://www.nv-online.info/	53.4250605	27.6971358
National	Netherlands	NL	Dutch	nl	haarlemsdagblad	European Union	General News	Haarlems Dagblad	webnews	https://www.haarlemsdagblad.nl/	52.500169799999995	5.7480820999999995
National	France	FR	French	fr	francebleu	European Union	General News	France bleu	webnews	http://www.francebleu.fr/	49.110116600000005	6.1738545
Regional	Romania	RO	Romanian	ro	kmkz	European Union	General News	Revista Kamikaze	webnews	https://kmkz.ro/	45.98521289999999	24.6859225
National	Sweden	SE	Swedish	sv	lernia	European Union	General News	lernia	webnews	https://www.lernia.se/	57.709583900000005	11.9948655
National	Bulgaria	BG	Bulgarian	bg	dveri	European Union	General News	dveri	webnews	https://dveri.bg/	42.6073975	25.4856617
National	France	FR	French	fr	lexpress	European Union	General News	L'Express	webnews	http://www.lexpress.fr/	48.8611482	2.3438597000000003
National	Germany	DE	German	de	albert-schweitzer-stiftung	European Union	General News	Albert Schweitzer Stiftung für unsere Mitwelt	webnews	https://albert-schweitzer-stiftung.de/	51.0834196	10.4234469
National	France	FR	French	fr	blogazoi	European Union	General News	blogazoi	webnews	https://blogazoi.com/	46.603353999999996	1.8883334999999999
National	Haiti	HT	French	fr	metropolehaiti	Central America	General News	Radio Metropole	webnews	http://www.metropolehaiti.com/	19.139995199999998	-72.35709720000001
National	Lebanon	LB	Arabic	ar	nna-ar	Middle East	General News	NNA - Official website Liban Beyrouth (Arabic)	webnews	http://www.nna-leb.gov.lb/	33.875062899999996	35.843409
National	Norway	NO	Norwegian	no	VG	Europe Other	General News	VG Nett	webnews	http://www.vg.no	60.5000209	9.099971499999999
Regional	Poland	PL	Polish	pl	gk24	European Union	General News	Głos Koszalińsk	webnews	http://www.gk24.pl/	52.0189912	19.19558554308718
National	Belgium	BE	German	de	fnf-europe	European Union	General News	migration NGO - Friedrich Naumann Stiftung für die Freiheit Brüssel	webnews	https://fnf-europe.org/	50.6402809	4.666714499999999
National	Vietnam	VN	English	en	vietnamnews	Asia	General News	Vietnam Pictorial (vietnamien)	webnews	https://vietnamnews.vn/	13.2904027	108.42651129999999
Regional	Panama	PA	Spanish	es	kwcontinente	Central America	General News	KW Continente Online	webnews	http://www.kwcontinente.com/	8.559559	-81.1308434
International	France	FR	English	en	interpol	European Union	General News	Interpol	webnews	https://www.interpol.int/	45.78215785	4.848108141271869
National	Zimbabwe	ZW	English	en	dailynews-co-zw	Africa	General News	DailyNews	webnews	http://www.dailynews.co.zw/	-18.4554963	29.746841399999997
International	USA	US	English	en	google-top-stories-innovatie	North America	General News	Google top stories innovatie	webnews	http://news.google.com/news?gl=be&pz=1&ned=nl_nl&hl=nl&q=O%26O+innovatie	39.7837304	-100.4458825
National	Canada	CA	French	fr	aquilon	North America	General News	L'hebdomadaire francophone du Grand Nord canadien	webnews	http://www.aquilon.nt.ca/default.aspx	61.0666922	-107.9917071
National	Hungary	HU	English	en	hungarytoday	European Union	General News	Hungary Today	webnews	https://hungarytoday.hu/	47.1817585	19.5060937
National	Angola	AO	Portuguese	pt	governo-gov-ao	Africa	General News	Governo de Angola	webnews	http://www.governo.gov.ao/	-8.9357052	13.263524100000001
Local	Italy	IT	Italian	it	sempionenews	European Union	General News	Sempione News	webnews	https://www.sempionenews.it	42.6384261	12.674297
National	Greece	GR	Modern Greek (1453-)	el	in-gr	European Union	General News	in-gr	webnews	https://www.in.gr/	37.9455933	23.6723678
National	Austria	AT	German	de	TT	European Union	General News	Tiroler Tageszeitung	webnews	http://www.tt.com/	47.265398700000006	11.401080300000002
National	Switzerland	CH	English	en	ethz	Europe Other	General News	ETH Zurich	webnews	https://www.ethz.ch/en.html	47.3773269	8.5475089
National	Italy	IT	Italian	it	gocciagoccia	European Union	General News	gocciagoccia	webnews	http://www.gocciagoccia.it/	42.6384261	12.674297
National	Spain	ES	Spanish	es	faada-org	European Union	General News	FAADA  | Protección Animal	webnews	http://faada.org/	39.3262345	-4.838064900000001
National	Poland	PL	Polish	pl	TO	European Union	General News	Tygodnik Ostrołęcki	webnews	http://www.to.com.pl/	52.0189912	19.19558554308718
National	Kuwait	KW	Arabic	ar	alwatan-kw	Middle East	General News	Al Watan - Kuwait	webnews	http://alwatan.kuwait.tt/	29.2733964	47.4979476
National	Luxemburg	LU	French	fr	lessentiel-lu-fr	European Union	General News	L'essentiel Online - vous allez en parler	webnews	http://www.lessentiel.lu/fr/	49.8158683	6.1296751
Regional	USA	US	Spanish	es	cejil	North America	General News	CEJIL	webnews	https://cejil.org/	39.7837304	-100.4458825
Local	Italy	IT	Italian	it	accetturaonline	European Union	General News	Accettura Online	webnews	https://www.accetturaonline.it/	42.6384261	12.674297
National	USA	US	English	en	newschannel6now	North America	General News	Newschannel 6 now	webnews	http://www.newschannel6now.com/	39.7837304	-100.4458825
National	Italy	IT	Italian	it	radiolombardia	European Union	General News	Radio Lombardia	webnews	https://www.radiolombardia.it/	46.15482960000001	10.3308106
International	USA	US	Spanish	es	librered	North America	General News	LibreRed	webnews	http://www.librered.net/	39.7837304	-100.4458825
Regional	Morocco	MA	French	fr	le360	Africa	General News	le360	webnews	http://fr.le360.ma/	31.1728205	-7.3362482
National	Luxemburg	LU	German	de	police-public-lu	European Union	General News	State Police	webnews	http://www.police.public.lu/fr/index.html	49.6112768	6.129799
International	USA	US	English	en	combinedmaritimeforces	North America	General News	Combined Maritime Forces	webnews	https://combinedmaritimeforces.com/	39.7837304	-100.4458825
National	Luxemburg	LU	English	en	ceps	European Union	General News	migration NGO - CEPS	webnews	https://www.ceps.eu/	49.8158683	6.1296751
National	USA	US	English	en	mycouriertribune	North America	General News	Mycouriertribune.com	webnews	https://www.mycouriertribune.com/	39.7837304	-100.4458825
National	Greece	GR	Modern Greek (1453-)	el	newsbreak	European Union	General News	newsbreak | Ειδήσεις από την Ελλάδα και τον Κόσμο!	webnews	https://www.newsbreak.gr/	38.995368299999996	21.987713199999998
National	Italy	IT	English	en	sustainable-bus	European Union	General News	sustainable-bus	webnews	https://www.sustainable-bus.com/	42.6384261	12.674297
National	Ecuador	EC	Spanish	es	asambleanacional	South America	General News	Asamblea Nacional del Ecuador	webnews	http://www.asambleanacional.gov.ec/	-0.21315720000000002	-78.49883119218853
International	Italy	IT	Italian	it	asipress	European Union	General News	ASIpress	webnews	http://www.asipress.it/	42.6384261	12.674297
National	France	FR	English	en	europeanmigrationlaw	European Union	General News	migration NGO - Monitoring European Commission's data	webnews	http://www.europeanmigrationlaw.eu/en	46.603353999999996	1.8883334999999999
National	USA	US	English	en	thecipherbrief	North America	General News	The Cipher Brief	webnews	https://www.thecipherbrief.com/	39.7837304	-100.4458825
National	USA	US	English	en	newsdio	North America	General News	NewsDio - The Internet Newspaper	webnews	https://newsdio.com/	39.7837304	-100.4458825
National	United Kingdom	GB	English	en	nature-careers	Europe Other	General News	Nature - careers	webnews	https://www.nature.com/nature/articles?type=career-news	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	elpasotimes	North America	General News	El Paso Times	webnews	http://www.elpasotimes.com/	39.7837304	-100.4458825
National	Panama	PA	Spanish	es	panamaamerica	Central America	General News	Panama America	webnews	http://www.panamaamerica.com.pa/	8.559559	-81.1308434
National	Italy	IT	Italian	it	citynews	European Union	General News	citynews	webnews	http://www.today.it/	42.6384261	12.674297
National	Ecuador	EC	Spanish	es	ministeriodegobierno	South America	General News	Ministerio de Gobierno	webnews	https://www.ministeriodegobierno.gob.ec/	-1.3397668	-79.3666965
National	Germany	DE	German	de	RP	European Union	General News	Rheinische Post	webnews	http://www.rp-online.de/	51.232792100000005	6.697938099999999
Regional	France	FR	French	fr	RF	European Union	General News	Régions de France - L'institution représentant les Régions	webnews	http://regions-france.org/	46.603353999999996	1.8883334999999999
National	Paraguay	PY	Spanish	es	ministeriopublico	South America	General News	Ministerio Publico	webnews	http://www.ministeriopublico.gov.py/	-25.2986999	-57.6309086
National	Germany	DE	German	de	recyclingmagazin	European Union	General News	Recycling magazin	webnews	https://www.recyclingmagazin.de/	48.8555216	10.4856593
National	Afghanistan	AF	English	en	unama	Middle East	General News	AFGHANISTAN (UNAMA) UN Mission	webnews	https://unama.unmissions.org/	33.7680065	66.2385139
National	Norway	NO	Norwegian	no	dagbladet	Europe Other	General News	Dagbladet	webnews	http://www.dagbladet.no/	60.5000209	9.099971499999999
National	United Kingdom	GB	English	en	FCK-fullfact	Europe Other	General News	Full Fact	webnews	https://fullfact.org/latest/	54.702354500000006	-3.2765752999999997
National	Bulgaria	BG	Bulgarian	bg	bgnes	European Union	General News	Bgnes	webnews	http://www.bgnes.com/	42.6073975	25.4856617
National	Haiti	HT	French	fr	gazettehaiti	Central America	General News	Homepage | Gazette Haiti	webnews	https://www.gazettehaiti.com/	19.139995199999998	-72.35709720000001
National	Czech Republic	CZ	Czech	cs	cesky-radio-cz	European Union	General News	Zprávy z České republiky | Radio Prague International	webnews	https://cesky.radio.cz/	49.816700299999994	15.4749544
International	United Kingdom	GB	English	en	belfercenter	Europe Other	General News	migration NGO3 - The Belfer Center	webnews	https://www.belfercenter.org/	54.702354500000006	-3.2765752999999997
National	Mongolia	MN	English	en	montsame	Asia	General News	montsame	webnews	http://montsame.mn/en	47.919592200000004	106.91486609999998
Regional	Panama	PA	Spanish	es	diaadia	Central America	General News	Día a Día	webnews	http://www.diaadia.com.pa/	8.559559	-81.1308434
National	United Kingdom	GB	English	en	nature-sigtrans	Europe Other	General News	Nature - Signal Transduction and Targeted Therapy	webnews	https://www.nature.com/sigtrans/	54.702354500000006	-3.2765752999999997
National	Norway	NO	Norwegian	no	varden	Europe Other	General News	Varden	webnews	http://www.varden.no	69.702698	18.9969452
Regional	Poland	PL	Polish	pl	parkiet	European Union	General News	parkiet	webnews	http://www.parkiet.com/	51.3880896	21.1443303
National	Romania	RO	Romanian	ro	evz	European Union	General News	EVZ - Evenimentul Zilei	webnews	https://evz.ro/	45.98521289999999	24.6859225
National	Italy	IT	Italian	it	radio24-ilsole24ore	European Union	General News	radio24 -Il Sole 24 ORE	webnews	https://www.radio24.ilsole24ore.com/	42.6384261	12.674297
National	Germany	DE	German	de	polizei-web	European Union	General News	Polizei Sachsen-Anhalt	webnews	https://polizei-web.sachsen-anhalt.de/	52.12858105	11.627462914299679
National	Ukraine	UA	Russian	ru	polemika-ua	Europe Other	General News	Полемика - Новости и главные события Украины и в мире	webnews	https://polemika.com.ua/	49.4871968	31.2718321
National	Kyrgyzstan	KG	Russian	ru	vb-kg	Asia	General News	Vecherniy Bishkek	webnews	http://www.vb.kg/	42.8649799	74.61371159792195
National	Finland	FI	Finnish	fi	radionova	European Union	General News	Radio Nova	webnews	http://www.radionova.fi/	63.2467777	25.9209164
National	Estonia	EE	Estonian	et	evs	European Union	General News	Estonian Centre for Standardisation	webnews	https://www.evs.ee/	58.75237779999999	25.3319078
National	United Kingdom	GB	English	en	sunderlandecho	Europe Other	General News	Sunderland Echo	webnews	https://www.sunderlandecho.com/	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	cell	North America	General News	Cell Press	webnews	http://www.cell.com/	39.7837304	-100.4458825
National	Latvia	LV	Latvian	lv	apollo	European Union	General News	Apollo Rīga	webnews	https://apollo.tvnet.lv/	56.9246166	24.1730726
National	Sweden	SE	Swedish	sv	macworld	European Union	General News	MacWorld	webnews	http://macworld.idg.se/	59.67497120000001	14.5208584
National	Sweden	SE	Swedish	sv	mises	European Union	General News	Mises-Institutet	webnews	http://www.mises.se/	59.67497120000001	14.5208584
National	Lithuania	LT	Lithuanian	lt	svencioniukrastas	European Union	General News	svencioniukrastas	webnews	http://www.svencioniukrastas.lt/	55.350000300000005	23.7499997
National	Italy	IT	Italian	it	giornaleconfidenziale	European Union	General News	giornaleconfidenziale - Quotidiano italiano	webnews	https://giornaleconfidenziale.it/	42.6384261	12.674297
National	Indonesia	ID	Indonesian	id	cnnindonesia	Asia	General News	CNN Indonesia | Berita Terbaru, Terkini Indonesia, Dunia	webnews	https://www.cnnindonesia.com/	-2.4833826	117.89028529999999
National	Norway	NO	Norwegian	no	politi-no	Europe Other	General News	POLITIET	webnews	https://www.politi.no/	60.5000209	9.099971499999999
National	Romania	RO	Romanian	ro	pressone	European Union	General News	PressOne	webnews	https://pressone.ro/	45.98521289999999	24.6859225
National	United Kingdom	GB	English	en	eui	Europe Other	General News	migration NGO - eui	webnews	https://www.eui.eu/	54.702354500000006	-3.2765752999999997
National	Hungary	HU	Hungarian	hu	444	European Union	General News	444	webnews	https://444.hu/	46.6775989	21.1019201
National	North Korea	KP	English	en	northkoreatimes	Asia	General News	northkoreatimes	webnews	http://www.northkoreatimes.com/	40.37366110000001	127.08704170000001
National	Georgia	GE	Georgian	ka	livepress	Asia	General News	livepress	webnews	https://www.livepress.ge/	41.6809707	44.02873820000001
National	France	FR	French	fr	Liberation	European Union	General News	Libération	webnews	https://www.liberation.fr/	43.7101114	7.262607000000001
National	Mexico	MX	Spanish	es	tamaulipas	North America	General News	Tamaulipas	webnews	http://tamaulipas.gob.mx/	23.9891553	-98.7026825
National	Finland	FI	Finnish	fi	etn	European Union	General News	Elektroniikkalehti	webnews	http://etn.fi/	63.2467777	25.9209164
National	Germany	DE	German	de	MDR	European Union	General News	Mitteldeutscher Rundfunkg	webnews	http://www.mdr.de/index.html	51.0834196	10.4234469
National	Zambia	ZM	English	en	miningnewszambia	Africa	General News	Zambian Mining News	webnews	http://www.miningnewszambia.com	-14.5186239	27.5599164
National	Belgium	BE	English	en	ceji	European Union	General News	migration NGO - A Jewish Contribution to an Inclusive Europe (CEJI)	webnews	http://www.ceji.org/	50.6402809	4.666714499999999
National	Brazil	BR	Portuguese	pt	globo	South America	General News	Globo	webnews	http://www.globo.com/	-7.9894642000000005	-34.93396356505656
