category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
Regional	Netherlands	NL	Dutch	nl	dekrantvanmiddendrenthe	European Union	General News	Dekrantvan middendrenthe	webnews	https://dekrantvanmiddendrenthe.nl/	52.500169799999995	5.7480820999999995
International	France	FR	French	fr	urbact-eu	European Union	General News	actualite-co	webnews	https://urbact.eu/	46.603353999999996	1.8883334999999999
National	Republic Congo	CG	French	fr	congopage	Africa	General News	Congopage	webnews	http://www.congopage.com/	-0.7264326999999999	15.6419155
National	Russia	RU	Russian	ru	lawmix	Asia	General News	lawmix	webnews	https://www.lawmix.ru	64.6863136	97.7453061
National	Italy	IT	Italian	it	settegiorni	European Union	General News	Settegiorni	webnews	http://settegiorni.it/	42.6384261	12.674297
National	USA	US	English	en	nutritioninsight	North America	General News	nutritioninsight	webnews	http://www.nutritioninsight.com/	39.7837304	-100.4458825
Regional	Netherlands	NL	Dutch	nl	112noordholland	European Union	General News	112 noordholland	webnews	http://www.112noordholland.nl/	52.325717499999996	4.8656526
Regional	Germany	DE	German	de	dk-online	European Union	General News	Neue Osnabrücker Zeitung	webnews	https://www.noz.de/	52.27438705	8.048686386867365
National	Sweden	SE	Swedish	sv	dagens_ps	European Union	General News	Dagens PS	webnews	http://www.dagensps.se/	59.67497120000001	14.5208584
National	United Kingdom	GB	English	en	intelligenttransport	Europe Other	General News	Intelligent Transport	webnews	https://www.intelligenttransport.com/	54.702354500000006	-3.2765752999999997
National	Cambodia	KH	Central Khmer	km	cen.com	Asia	General News	Internet news media	webnews	http://www.cen.com.kh/	13.5066394	104.869423
National	Croatia	HR	Croatian	hr	rtl-hr	European Union	General News	RTL	webnews	http://www.rtl.hr/	45.80362875	15.946467529767775
International	Argentina	AR	Spanish	es	cronica	South America	General News	Cronica	webnews	https://www.cronica.com.ar/	-45.868571	-67.53311579999999
National	Japan	JP	Japanese	ja	nistep	Asia	General News	Nistep	webnews	http://www.nistep.go.jp/	36.5748441	139.2394179
International	Netherlands	NL	Dutch	nl	msn-nl	European Union	General News	MSN - Netherlands	webnews	https://www.msn.com/nl-nl/nieuws	52.500169799999995	5.7480820999999995
National	Thailand	TH	English	en	pattayablatt	Asia	General News	Pattaya Blatt	webnews	http://www.pattayablatt.com/	14.8971921	100.83273
National	Cameroon	CM	English	en	cameroononline	Africa	General News	CameroonOnline	webnews	http://www.cameroononline.org/	4.6125522000000005	13.153581099999998
National	USA	US	English	en	noaa	North America	General News	NOAA	webnews	https://www.noaa.gov/	25.73289335	-80.16056307054771
International	Italy	IT	Italian	it	canaleenergia	European Union	General News	Home - Canale Energia	webnews	https://www.canaleenergia.com/	42.6384261	12.674297
International	Italy	IT	Chinese	zh	fao-zh	European Union	General News	Food and Agriculture Organization of the United Nations (Chinese)	webnews	http://www.fao.org/home/zh/	42.6384261	12.674297
National	Netherlands	NL	Dutch	nl	groene	European Union	General News	Groene	webnews	http://www.groene.nl	51.18830275000001	5.708597896318394
National	Romania	RO	English	en	romania-insider	European Union	General News	Romania Insider	webnews	https://www.romania-insider.com/category/daily-news/	45.98521289999999	24.6859225
National	Croatia	HR	Croatian	hr	novossti	European Union	General News	portalnovosti	webnews	https://www.portalnovosti.com/	45.5643442	17.0118954
National	Denmark	DK	Danish	da	information	European Union	General News	Information	webnews	http://www.information.dk/	55.6550461	12.6203445
National	South Africa	ZA	English	en	africa	Africa	General News	Africa.com	webnews	https://www.africa.com/	-28.816623600000003	24.991639000000003
National	Sweden	SE	Swedish	sv	IOGT-NTO	European Union	General News	IOGT-NTO	webnews	https://iogt.se/	58.5947137	16.172659200000002
National	Portugal	PT	English	en	sef-en	European Union	General News	SEF - The Serviço de Estrangeiros e Fronteiras (English)	webnews	https://www.sef.pt/en/Pages/homepage.aspx	40.0332629	-7.889626299999999
International	Oman	OM	English	en	timesofoman	Middle East	General News	Times Of Oman	webnews	http://www.timesofoman.com/	21.000028699999998	57.00369010000001
National	Bulgaria	BG	Bulgarian	bg	ardino	European Union	General News	ardino	webnews	http://www.ardino.bg/	41.5809848	25.1309986
National	Netherlands	NL	English	en	tudelft	European Union	General News	TU Delft	webnews	https://www.tudelft.nl/en/	51.99882735	4.373960368154041
International	Belgium	BE	French	fr	adesteplus-eu	European Union	General News	Adeste Plus	webnews	https://www.adesteplus.eu/	50.6402809	4.666714499999999
National	Russia	RU	Russian	ru	mideast	Asia	General News	me-journal	webnews	http://me-journal.ru/	64.6863136	97.7453061
National	Germany	DE	German	de	mainpost	European Union	General News	MAIN-POST	webnews	http://www.mainpost.de/	49.865666600000004	10.2276112
National	Belarus	BY	Russian	ru	gazetaby	Europe Other	General News	Gazetaby	webnews	https://gazetaby.com/	53.4250605	27.6971358
National	United Kingdom	GB	English	en	worldfishing	Europe Other	General News	World Fishing - The Magazine for Fishing	webnews	http://www.worldfishing.net/	54.702354500000006	-3.2765752999999997
National	Ecuador	EC	Spanish	es	consejodiscapacidades	South America	General News	Consejo Nacional para la Igualdad de Discapacidades	webnews	https://www.consejodiscapacidades.gob.ec/	-1.3397668	-79.3666965
International	France	FR	Spanish	es	espanol-rfi-fr	European Union	General News	Radio France International (French)	webnews	http://www.espanol.rfi.fr/	46.603353999999996	1.8883334999999999
International	United Kingdom	GB	English	en	bdonline	Europe Other	General News	bd online	webnews	https://www.bdonline.co.uk/	51.5209946	0.06551699999999999
National	Italy	IT	Italian	it	comedonchisciotte	European Union	General News	Come Don Chisciotte	webnews	https://comedonchisciotte.org/	42.6384261	12.674297
National	Congo, The Democratic Republic of the	CD	French	fr	deskeco	Africa	General News	Deskeco	webnews	https://deskeco.com/		
National	Hungary	HU	Hungarian	hu	elte	European Union	General News	Eötvös Loránd Tudományegyetem	webnews	https://www.elte.hu/	47.4845059	19.084219426490325
National	Russia	RU	Russian	ru	profile	Asia	General News	Profile	webnews	http://www.profile.ru/	64.6863136	97.7453061
National	Germany	DE	English	en	etipbioenergy	European Union	General News	ETIP Bioenergy	webnews	http://www.etipbioenergy.eu/	51.0834196	10.4234469
National	France	FR	English	en	eatip	European Union	General News	EATIP - European Aquaculture Technology and Innovation Platform	webnews	http://eatip.eu/	46.603353999999996	1.8883334999999999
National	Sweden	SE	Swedish	sv	liberalerna	European Union	General News	Liberalerna	webnews	https://www.liberalerna.se/	55.75864670000001	13.0081544
International	USA	US	English	en	un-org-newscentre-en	North America	General News	United Nations Population Division	webnews	https://www.un.org/en/development/desa/population/index.asp	39.7837304	-100.4458825
National	USA	US	English	en	betterdiamondinitiative	North America	General News	Better Diamond Initiative	webnews	http://betterdiamondinitiative.org/	39.7837304	-100.4458825
National	Monaco	MC	French	fr	monacohebdo	Europe Other	General News	Monaco Hebdo	webnews	http://www.monacohebdo.mc/	43.73844905	7.424224092532952
National	Italy	IT	Italian	it	segnidalcielo	European Union	General News	Segni dal Cielo	webnews	http://www.segnidalcielo.it/	42.6384261	12.674297
International	France	FR	English	en	inria	European Union	General News	inria - Inventors for the digital world	webnews	https://www.inria.fr/en	46.603353999999996	1.8883334999999999
National	USA	US	English	en	seekingalpha	North America	General News	seekingalpha	webnews	http://seekingalpha.com	39.7837304	-100.4458825
National	Mexico	MX	Spanish	es	zocalo	North America	General News	Zocalo	webnews	http://www.zocalo.com.mx/	19.4322987	-99.1323909
National	Bulgaria	BG	Bulgarian	bg	front	European Union	General News	front	webnews	https://front.bg/	42.278192499999996	22.67384566848852
National	United Kingdom	GB	English	en	peterboroughtoday	Europe Other	General News	Peterborough Telegraph	webnews	https://www.peterboroughtoday.co.uk/news	54.702354500000006	-3.2765752999999997
Local	Italy	IT	Italian	it	lescienze	European Union	General News	Le Scienze	webnews	http://www.lescienze.it/	45.3151421	9.507657
National	Armenia	AM	English	en	panarmenian-en	Asia	General News	PanARMENIAN (english)	webnews	http://www.panarmenian.net/eng/	40.7696272	44.6736646
National	USA	US	English	en	splcenter	North America	General News	splcenter	webnews	https://www.splcenter.org/	39.7837304	-100.4458825
International	Italy	IT	Italian	it	msn-it	European Union	General News	MSN - Italy	TVRadio	https://www.msn.com/it-it/notizie	42.6384261	12.674297
National	Moldova	MD	Romanian	ro	border	Europe Other	General News	Serviciul Grăniceri al Republicii Moldova	webnews	http://www.border.gov.md/index.php/ro/	47.28796079999999	28.5670941
National	USA	US	English	en	hiawathaworldonline	North America	General News	Hiawatha world	webnews	http://www.hiawathaworldonline.com/	39.85164879999999	-95.5361635
National	United Kingdom	GB	English	en	clactonandfrintongazette	Europe Other	General News	Clacton and Frinton Gazette	webnews	http://www.clactonandfrintongazette.co.uk/	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	dailycaller	North America	General News	The Daily Caller	webnews	http://dailycaller.com/	39.7837304	-100.4458825
International	Turkey	TR	English	en	tubitak	EU Candidate	General News	Tubitak	webnews	http://www.tubitak.gov.tr/en	39.904789799999996	32.858964675806625
National	China	CN	Chinese	zh	nownews	Asia	General News	NOWnews	webnews	https://www.nownews.com/	35.000074	104.999927
National	Bulgaria	BG	Bulgarian	bg	blagoevgrad24	European Union	General News	Blagoevgrad24	webnews	http://blagoevgrad24.bg/	42.6073975	25.4856617
National	Singapore	SG	Tamil	ta	tamilmurasuasia1com	Asia	General News	Tamil Murasu	webnews	http://tamilmurasu.com.sg/	1.357107	103.81949920000001
National	Bolivia	BO	Spanish	es	eldia-BO	South America	General News	El Día - Bolivia	webnews	http://www.eldia.com.bo/	-17.38765265	-66.3151031331776
International	Italy	IT	Italian	it	mondoitaliano	European Union	General News	Mondo italiano (webnews of Italians abroad)	webnews	https://www.mondoitaliano.net/	42.6384261	12.674297
National	Bulgaria	BG	Bulgarian	bg	plovdivnews	European Union	General News	plovdivnews	webnews	http://plovdivnews.net/	42.6073975	25.4856617
National	Greece	GR	Modern Greek (1453-)	el	dikaiologitika	European Union	General News	Dikaiologitika	webnews	https://www.dikaiologitika.gr/	38.995368299999996	21.987713199999998
National	Sweden	SE	Swedish	sv	smhi	European Union	General News	SMHI	webnews	http://www.smhi.se/#ws=wpt-a,proxy=wpt-a,geonameid=2673730	58.5812314	16.148089900000002
International	Greece	GR	Modern Greek (1453-)	el	msn-gr	European Union	General News	MSN - Greece	webnews	https://www.msn.com/el-gr/news	38.995368299999996	21.987713199999998
National	Argentina	AR	Spanish	es	eldia-AR	South America	General News	Diario El Día	webnews	http://www.eldia.com.ar/	-34.909265399999995	-57.948973200000005
National	Japan	JP	Japanese	ja	ryukyushimpo	Asia	General News	ryukyushimpo	webnews	http://ryukyushimpo.jp/	36.5748441	139.2394179
National	Finland	FI	Finnish	fi	poliisi	European Union	General News	Poliisi	webnews	https://www.poliisi.fi/	59.824056999999996	22.9681951
National	Armenia	AM	English	en	a1plus	Asia	General News	a1plus - daily news from Armenia	webnews	http://en.a1plus.am/	40.7696272	44.6736646
National	Argentina	AR	English	en	lanoticia1	South America	General News	LaNoticia1	webnews	http://www.lanoticia1.com/	-34.9964963	-64.9672817
National	USA	US	English	en	seafoodsource	North America	General News	Seafood Source	webnews	https://www.seafoodsource.com/	39.7837304	-100.4458825
National	United Kingdom	GB	English	en	bathchronicle	Europe Other	General News	bathchronicle	webnews	http://www.bathchronicle.co.uk/	54.702354500000006	-3.2765752999999997
International	Portugal	PT	Portuguese	pt	regiao-sul	European Union	General News	Regiao Sul	webnews	https://regiao-sul.pt/	38.5466699	-8.820434767049639
National	Greece	GR	Modern Greek (1453-)	el	elot	European Union	General News	National Quality Infrastructure System	webnews	http://www.elot.gr/	38.995368299999996	21.987713199999998
Local	Italy	IT	Italian	it	cronacheancona	European Union	General News	Cronache Ancona	webnews	https://www.cronacheancona.it/	42.6384261	12.674297
International	France	FR	French	fr	msn-fr	European Union	General News	MSN - France	TVRadio	https://www.msn.com/fr-fr/actualite	46.603353999999996	1.8883334999999999
National	Chile	CL	Spanish	es	elrancaguino	South America	General News	El Rancagüino	webnews	http://elrancaguino.cl/	-33.4295471	-70.6518203
National	Algeria	DZ	Arabic	ar	ENTV	Africa	General News	Télévision Algérienne (Arabic)	webnews	http://www.entv.dz/	28.000027199999998	2.9999825
National	Mexico	MX	Spanish	es	diarioelmercurio	North America	General News	El Mercurio	webnews	http://www.elmercurio.com.mx/home	20.584782699999998	-100.3817143
Local	Italy	IT	Italian	it	ilikepuglia	European Union	General News	ilikepuglia	webnews	http://www.ilikepuglia.it	42.6384261	12.674297
National	Bosnia	BA	English	en	sarajevotimes	Europe Other	General News	sarajevotimes	webnews	http://www.sarajevotimes.com/	44.305347600000005	17.596146700000002
National	Algeria	DZ	English	en	ipsnews	Africa	General News	IPS	webnews	http://www.ipsnews.net/	28.000027199999998	2.9999825
National	Italy	IT	Italian	it	informazione	European Union	General News	informazione	webnews	https://www.informazione.it	45.4649559	9.189134800000001
National	Ukraine	UA	Russian	ru	don-comments	Europe Other	General News	Donetsk Comments	webnews	https://donbass.comments.ua/	49.4871968	31.2718321
National	Sweden	SE	Swedish	sv	ERA	European Union	General News	Energiföretagen Sverige	webnews	https://www.energiforetagen.se/	59.67497120000001	14.5208584
International	Italy	IT	Russian	ru	fao-ru	European Union	General News	Food and Agriculture Organization of the United Nations (russian)	webnews	http://www.fao.org/home/ru/	42.6384261	12.674297
National	Italy	IT	Italian	it	corsi-unige	European Union	General News	Corsi di laurea	webnews	https://corsi.unige.it/	46.0613862	13.242602800000002
National	Poland	PL	Polish	pl	radiozet	European Union	General News	Radio ZET	webnews	http://www.radiozet.pl/	52.0189912	19.19558554308718
National	Bangladesh	BD	English	en	nikkei-en	Asia	General News	Nikkei Asian Review	webnews	https://asia.nikkei.com/	24.4768783	90.2932426
National	Sweden	SE	Swedish	sv	aklagare	European Union	General News	aklagare	webnews	https://www.aklagare.se/	59.67497120000001	14.5208584
National	United Arab Emirates	AE	Arabic	ar	alwatannewspaper	Middle East	General News	Alwatan Newspaper	webnews	http://alwatannewspaper.ae	24.0002488	53.999482900000004
National	USA	US	English	en	en24	North America	General News	en24	webnews	https://www.en24.news	39.7837304	-100.4458825
National	Hungary	HU	Hungarian	hu	szabolcs	European Union	General News	Szabolcs Online	webnews	http://www.szon.hu/	47.1817585	19.5060937
National	Oman	OM	English	en	muscatdaily	Middle East	General News	Muscat Daily	webnews	https://www.muscatdaily.com/	21.000028699999998	57.00369010000001
National	Germany	DE	English	en	nordex-online	European Union	General News	Nordex Acciona	webnews	http://www.nordex-online.com/en/	51.0834196	10.4234469
National	United Kingdom	GB	English	en	fullfact	Europe Other	General News	migration NGO - Full Fact	webnews	https://fullfact.org/	54.702354500000006	-3.2765752999999997
National	France	FR	French	fr	nextinpact	European Union	General News	Next INpact	webnews	https://www.nextinpact.com/	46.603353999999996	1.8883334999999999
National	South Africa	ZA	English	en	the-star	Africa	General News	The Star	webnews	http://www.iol.co.za/the-star	-33.7947418	18.4658242
National	Moldova	MD	Romanian	ro	deschide	Europe Other	General News	Deschide	webnews	http://deschide.md/	47.0198508	28.8291631
International	Laos	LA	English	en	vientianetimes	Asia	General News	Vientiane Times	webnews	http://www.vientianetimes.org.la/	20.0171109	103.378253
National	Spain	ES	Spanish	es	irispress	European Union	General News	irispress	webnews	http://irispress.es/	39.3262345	-4.838064900000001
National	France	FR	French	fr	autoactu	European Union	General News	Auto Actu	webnews	http://www.autoactu.com/index.php	45.189021000000004	5.7276096
National	Portugal	PT	Portuguese	pt	record	European Union	General News	Record	webnews	http://www.record.xl.pt/	38.711182799999996	-9.142803599999999
National	Slovakia	SK	Slovak	sk	hlavnydennik	European Union	General News	HLAVNÝ DENNÍK	webnews	https://www.hlavnydennik.sk	48.74115220000001	19.4528646
International	Germany	DE	German	de	msn-de	European Union	General News	MSN -  Deutschland	webnews	https://www.msn.com/de-de/nachrichten	51.0834196	10.4234469
National	Sweden	SE	Swedish	sv	kemi	European Union	General News	kemi	webnews	http://www.kemi.se/	66.3200406	23.4097144
National	Nicaragua	NI	Spanish	es	lavozdelsandinismo	Central America	General News	La Voz del Sandinismo	webnews	http://www.lavozdelsandinismo.com/	12.609015699999999	-85.29369109999999
National	Albania	AL	Albanian	sq	javanews	EU Candidate	General News	Java News	webnews	http://www.javanews.al/	41.000028	19.9999619
National	Sweden	SE	Swedish	sv	poker	European Union	General News	Poker	webnews	https://poker.se/	59.67497120000001	14.5208584
National	USA	US	English	en	wri	North America	General News	World Resources Institute	webnews	http://www.wri.org/	38.8991383	-77.00814270000001
National	Netherlands	NL	English	en	jointprogramming	European Union	General News	Joint Programming	webnews	https://www.jointprogramming.nl/en/jointprogramming.htm	52.500169799999995	5.7480820999999995
National	Brazil	BR	Portuguese	pt	bonde	South America	General News	Bonde	webnews	https://www.bonde.com.br/	-23.01061725	-43.33939961607143
National	France	FR	French	fr	parismatch	European Union	General News	Paris match	webnews	http://www.parismatch.com/	50.5065015	1.624681
National	Colombia	CO	Spanish	es	caldasia	South America	General News	caldasia	webnews	https://revistas.unal.edu.co/index.php/cal	6.536404	-76.322333
Local	Sweden	SE	Swedish	sv	allehanda	European Union	General News	Allehanda	webnews	http://www.allehanda.se/	55.43034765	13.816599474748495
Regional	Netherlands	NL	Dutch	nl	alarmeringen	European Union	General News	Alarmeringen	webnews	http://www.alarmeringen.nl/	52.500169799999995	5.7480820999999995
National	USA	US	English	en	alternet	North America	General News	AlterNet	webnews	https://www.alternet.org/	39.7837304	-100.4458825
National	Philippines	PH	English	en	sunstar	Asia	General News	Sun Star	webnews	http://www.sunstar.com.ph/	14.62356395	121.05253222367624
International	Latvia	LV	English	en	bnn-news.com	European Union	General News	Baltic News Network	webnews	http://bnn-news.com/	56.8406494	24.7537645
National	Bulgaria	BG	Bulgarian	bg	europe-bg	European Union	General News	europe (Bulgaria)	webnews	http://europe.bg/	42.6073975	25.4856617
National	Mexico	MX	Spanish	es	perspectivas-mx	North America	General News	Perspectivas | Perspectivas. Un espacio para dirimir y discutir la problemática del país	webnews	https://perspectivas.mx/	22.5000485	-100.0000375
National	Saudi Arabia	SA	Arabic	ar	afifnp	Middle East	General News	afifnp	webnews	http://www.afifnp.com	25.624261800000003	42.352832799999995
National	Belgium	BE	English	en	epthinktank	European Union	General News	migration NGO - epthinktank	webnews	https://epthinktank.eu/	50.6402809	4.666714499999999
National	Japan	JP	Japanese	ja	jomo-news	Asia	General News	Jomo news	webnews	https://www.jomo-news.co.jp/	36.5748441	139.2394179
National	Canada	CA	English	en	investingnews	North America	General News	Investing News Network	webnews	https://investingnews.com/	61.0666922	-107.9917071
International	Italy	IT	Italian	it	antimafiaduemila	European Union	General News	Antimafia Duemila	webnews	http://www.antimafiaduemila.com/	42.6384261	12.674297
Regional	Spain	ES	Spanish	es	euskadinnova	European Union	General News	Euskad innova	webnews	http://www.euskadinnova.net/es/portada-euskadiinnova/index.aspx	39.3262345	-4.838064900000001
National	Lithuania	LT	Russian	ru	kurier-lt	European Union	General News	kurier (Latvia)	webnews	http://www.kurier.lt/	55.350000300000005	23.7499997
National	Sweden	SE	Swedish	sv	axess	European Union	General News	axess	webnews	http://www.axess.se/	56.85043165	13.019985335031645
National	Greece	GR	Modern Greek (1453-)	el	sporfm	European Union	General News	sporfm	webnews	http://www.sporfm.gr/	38.995368299999996	21.987713199999998
National	United Kingdom	GB	English	en	smartcitiesworld	Europe Other	General News	Smart Cities World	webnews	https://www.smartcitiesworld.net/	54.702354500000006	-3.2765752999999997
International	Netherlands	NL	English	en	clingendael	European Union	General News	migration NGO3- Clingendael Institute	webnews	https://www.clingendael.org/nl	52.500169799999995	5.7480820999999995
National	Italy	IT	Italian	it	italyforclimate	European Union	General News	italy for climate	webnews	http://italyforclimate.org/	42.6384261	12.674297
Regional	Netherlands	NL	Dutch	nl	wos	European Union	General News	WOS	webnews	http://www.wos.nl/	52.00261795	4.170233202027196
Regional	Panama	PA	Spanish	es	tribunal-electoral	Central America	General News	Tribunal electoral	webnews	http://www.tribunal-electoral.gob.pa/html/	8.96676525	-79.54826035001372
National	Slovenia	SI	Slovenian	sl	24ur	European Union	General News	24ur	webnews	http://www.24ur.com/novice/	45.813311299999995	14.4808369
National	USA	US	Spanish	es	conflictosmineros	North America	General News	Conflictos Mineros de América Latina	webnews	https://www.ocmal.org/	39.7837304	-100.4458825
Regional	Italy	IT	Italian	it	ilsecoloxix	European Union	General News	Il Secolo XIX	webnews	http://www.ilsecoloxix.it/	44.40839165	8.936093082395491
National	Nigeria	NG	English	en	thenewsnigeria	Africa	General News	The news Nigeria	webnews	http://thenewsnigeria.com.ng/	6.3252975	5.626868
National	Paraguay	PY	Spanish	es	ABCDigital	South America	General News	ABC Digital - Paraguay	webnews	http://www.abc.com.py/	-25.26446915	-57.54857364615421
National	Ukraine	UA	Ukrainian	uk	timeua	Europe Other	General News	timeua	webnews	http://timeua.info/	49.4871968	31.2718321
Regional	Italy	IT	Italian	it	ballabionews	European Union	General News	Ballabio News	webnews	http://www.ballabionews.com/	42.6384261	12.674297
National	Latvia	LV	Latvian	lv	Diena	European Union	General News	Diena	webnews	http://www.diena.lv/	57.13323005	27.643768421370115
National	Iceland	IS	Icelandic	is	stadlar	EU Candidate	General News	STAÐLARÁÐ ÍSLANDS	webnews	http://www.stadlar.is/	64.9841821	-18.1059013
National	Ivory Coast	CI	French	fr	news-aniamey	Africa	General News	aNiamey	webnews	http://news.aNiamey.com/	7.9897371	-5.5679457999999995
National	Canada	CA	French	fr	umontreal-fr	North America	General News	umontreal - French version	webnews	https://www.umontreal.ca/	61.0666922	-107.9917071
National	USA	US	English	en	inshore-ireland	North America	General News	Inshore Ireland	webnews	http://www.inshore-ireland.com/	39.7837304	-100.4458825
National	Italy	IT	Italian	it	agricultura	European Union	General News	agricultura	webnews	https://www.agricultura.it/	41.882782	12.488725500000001
National	Ukraine	UA	Ukrainian	uk	24tv	Europe Other	General News	24 tv	webnews	https://24tv.ua/	50.521349799999996	30.792079100000002
National	Greece	GR	Modern Greek (1453-)	el	portnet	European Union	General News	Portnet GR	webnews	https://www.portnet.gr/	38.995368299999996	21.987713199999998
National	Poland	PL	Polish	pl	wnp	European Union	General News	Wirtualny Nowy Przemysł - strona główna	webnews	http://www.wnp.pl/	52.0189912	19.19558554308718
National	Switzerland	CH	German	de	nccr-onthemove	Europe Other	General News	migration NGO - National Center of Competence in Research	webnews	http://nccr-onthemove.ch/	46.7985624	8.231973599999998
National	Canada	CA	English	en	umontreal-en	North America	General News	umontreal - English version	webnews	https://www.umontreal.ca/en/	61.0666922	-107.9917071
National	Sweden	SE	Swedish	sv	gamezine	European Union	General News	Gamezine	webnews	http://www.gamezine.se/	59.67497120000001	14.5208584
National	Germany	DE	German	de	derwesten	European Union	General News	WAZ	webnews	http://www.derwesten.de/	51.481057899999996	7.1333963
Regional	Netherlands	NL	Dutch	nl	persbureau-ameland	European Union	General News	Persbureau Ameland	webnews	http://www.persbureau-ameland.nl/pages/home.aspx	52.500169799999995	5.7480820999999995
National	Slovakia	SK	Slovak	sk	hnonline	European Union	General News	HNonline	webnews	http://www.hnonline.sk/	48.74115220000001	19.4528646
National	Russia	RU	Russian	ru	realnoevremya	Asia	General News	realnoevremya	webnews	https://realnoevremya.ru/	64.6863136	97.7453061
National	Greece	GR	Modern Greek (1453-)	el	sinidisi	European Union	General News	sinidisi	webnews	http://sinidisi.gr/	38.995368299999996	21.987713199999998
International	United Kingdom	GB	English	en	huffingtonpost-uk-en	Europe Other	General News	huffingtonpost uk version	webnews	https://www.huffingtonpost.co.uk/?guccounter=1	54.702354500000006	-3.2765752999999997
National	Israel	IL	English	en	israelnationalnews	Middle East	General News	Israel National News	webnews	http://www.israelnationalnews.com/	31.531311300000002	34.8667654
International	Belgium	BE	French	fr	levif	European Union	General News	Le Vif / L'Express	webnews	https://www.levif.be/actualite/	50.6402809	4.666714499999999
National	Uruguay	UY	Spanish	es	vtv-UY	South America	General News	VTV Uruguay	webnews	http://www.vtv.com.uy/	-32.8755548	-56.0201525
National	Mexico	MX	Spanish	es	periodicocorreo	North America	General News	Periódico Correo	webnews	http://www.periodicocorreo.com.mx/	20.94977095	-101.25794764799484
National	Romania	RO	Romanian	ro	libertatea	European Union	General News	Libertatea	webnews	http://www.libertatea.ro/	47.615900700000005	27.287344
Regional	Netherlands	NL	Dutch	nl	gooieneemlander	European Union	General News	Gooi en Eemlander	webnews	http://www.gooieneemlander.nl/	52.500169799999995	5.7480820999999995
Regional	Italy	IT	Italian	it	messaggeroveneto	European Union	General News	Il Messaggero Veneto	webnews	http://messaggeroveneto.gelocal.it	46.039588099999996	13.2540924
National	Russia	RU	Russian	ru	slovodel	Asia	General News	slovodel	webnews	https://slovodel.com/	64.6863136	97.7453061
National	Georgia	GE	Georgian	ka	interpressnews	Asia	General News	interpressnews	webnews	https://www.interpressnews.ge/ka/	41.6809707	44.02873820000001
National	Philippines	PH	English	en	philstar	Asia	General News	Philippines Star	webnews	http://www.philstar.com/nation	14.28616865	121.07379957216116
National	Georgia	GE	English	en	georgiatoday	Asia	General News	Georgia Today	webnews	http://georgiatoday.ge/	41.6809707	44.02873820000001
National	Algeria	DZ	Arabic	ar	elbilad	Africa	General News	elbilad	webnews	http://www.elbilad.net	28.000027199999998	2.9999825
Local	Italy	IT	Italian	it	brevanews	European Union	General News	Breva News	webnews	http://www.brevanews.it/	42.6384261	12.674297
National	Germany	DE	German	de	ruhrnachrichten	European Union	General News	ruhrnachrichten	webnews	https://www.ruhrnachrichten.de/	51.5481781	7.311862700000001
National	Belgium	BE	English	en	europeansting	European Union	General News	Policy – The European Sting - Critical News & Insights on European Politics, Economy, Foreign Affairs, Business & Technology	webnews	https://europeansting.com/	50.6402809	4.666714499999999
National	Morocco	MA	English	en	map-en	Africa	General News	Maghreb Arabe Presse (English)	webnews	https://www.map.ma/en	31.1728205	-7.3362482
National	Jamaica	JM	English	en	jamaicaobserver	North America	General News	Jamaica observer	webnews	http://www.jamaicaobserver.com/	17.99895865	-76.7968976
International	France	FR	French	fr	LeMonde	European Union	General News	Le Monde	webnews	https://www.lemonde.fr/	44.986386200000005	4.5729027
Regional	Italy	IT	Italian	it	assostampasicilia	European Union	General News	Associazione Siciliana della Stampa	webnews	http://www.assostampasicilia.it/	42.6384261	12.674297
National	India	IN	Malayalam	ml	manoramaonline	Asia	General News	Manorama News Online | India News | Kerala News | Breaking News | World News | Editorialrovaartha.com/	webnews	https://www.manoramaonline.com/news.html	22.3511148	78.6677428
National	Japan	JP	Japanese	ja	kumanichi	Asia	General News	Kumamoto Nichi Nichi Shimbun	webnews	http://kumanichi.com/index.shtml	36.5748441	139.2394179
National	Venezuela	VE	Spanish	es	aporrea	South America	General News	Aporrea	webnews	http://www.aporrea.org/	8.0018709	-66.1109318
International	Italy	IT	Italian	it	fao-it	European Union	General News	Food and Agriculture Organization of the United Nations (italian)	webnews	http://www.fao.org/	42.6384261	12.674297
National	Aruba	AW	Papiamento	pap	diario-aw	North America	General News	Diario Online | Matutino Diario Aruba Online	webnews	https://diario.aw/		
National	Kuwait	KW	English	en	kuwaittimes	Middle East	General News	Kuwait Times Newspaper	webnews	http://news.kuwaittimes.net/website/	29.2733964	47.4979476
National	Cuba	CU	Spanish	es	ahora	Central America	General News	Ahora	webnews	http://www.ahora.cu/	23.013133800000002	-80.8328748
National	United Kingdom	GB	English	en	nature-npjpcrm	Europe Other	General News	Nature - npj Primary Care Respiratory Medicine	webnews	https://www.nature.com/npjpcrm/	54.702354500000006	-3.2765752999999997
National	Italy	IT	Italian	it	investireoggi	European Union	General News	Investire Oggi	webnews	https://www.investireoggi.it/ 	42.6384261	12.674297
National	Finland	FI	Finnish	fi	hameensanomat	European Union	General News	Hämeen Sanomat	webnews	http://www.hameensanomat.fi/	60.990219499999995	24.4935117
National	United Kingdom	GB	English	en	ae-info	Europe Other	General News	Academy of Europe: Acad Main	webnews	https://www.ae-info.org/ae/%22Acad_Main%22	54.702354500000006	-3.2765752999999997
